// 现代汉语语料库词语频率表,,,,
// 语料规模:2000万字,,,,
// 只列入出现次数大于50次的词,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,
// id,词语,出现次数,频率（%）,累积频率（%）
10814,天黑,76,0.0008,88.0071999999976
10815,技术装备,76,0.0008,87.9999999999976
10816,夜空,76,0.0008,87.9991999999976
10817,植被,76,0.0008,87.9983999999976
10818,沉闷,76,0.0008,88.0015999999976
10819,通入,76,0.0008,87.9959999999976
10820,反响,76,0.0008,87.9927999999976
10821,射到,76,0.0008,87.9583999999977
10822,扳,76,0.0008,87.9535999999977
10823,离家,76,0.0008,87.9551999999977
10824,口径,76,0.0008,87.9567999999977
10825,蓦地,76,0.0008,87.9527999999977
10826,冲上,76,0.0008,87.9935999999976
10827,气管,76,0.0008,87.9519999999977
10828,文言,76,0.0008,87.9511999999977
10829,耸,76,0.0008,87.9503999999977
10830,白光,76,0.0008,87.9495999999977
10831,崖,76,0.0008,87.9487999999977
10832,帕,76,0.0008,87.9479999999977
10833,区内,76,0.0008,87.9471999999978
10834,工农兵,76,0.0008,87.9463999999978
10835,反常,76,0.0008,87.9383999999978
10836,取胜,76,0.0008,87.9447999999978
10837,剥削者,76,0.0008,87.9439999999978
10838,揩,76,0.0008,87.9431999999978
10839,出力,76,0.0008,87.9423999999978
10840,引水,76,0.0008,87.9415999999978
10841,宰相,76,0.0008,87.9407999999978
10842,火灾,76,0.0008,87.9399999999978
10843,曲调,76,0.0008,87.9455999999978
10844,考证,76,0.0008,87.9391999999978
10845,第三世界,76,0.0008,87.9543999999977
10846,看护,76,0.0008,87.9663999999977
10847,母鸡,76,0.0008,87.9743999999977
10848,电站,76,0.0008,87.9735999999977
10849,血迹,76,0.0008,87.9727999999977
10850,徐州,76,0.0008,87.9719999999977
10851,揭,76,0.0008,87.9711999999977
10852,特种,76,0.0008,87.9703999999977
10853,冤枉,76,0.0008,87.9695999999977
10854,不忍,76,0.0008,87.9687999999977
10855,包子,76,0.0008,87.9679999999977
10856,自古以来,76,0.0008,87.9671999999977
10857,虫卵,76,0.0008,87.9559999999977
10858,浓郁,76,0.0008,87.9655999999977
10859,襟,76,0.0008,87.9751999999977
10860,走私,76,0.0008,87.9639999999977
10861,钦佩,76,0.0008,87.9631999999977
10862,腿上,76,0.0008,87.9623999999977
10863,盐水,76,0.0008,87.9615999999977
10864,悟,76,0.0008,87.9607999999977
10865,雁,76,0.0008,87.9599999999977
10866,课文,76,0.0008,87.9591999999977
10867,眼角,76,0.0008,87.9647999999977
10868,党派,76,0.0008,87.9575999999977
10869,启迪,75,0.0008,88.0815999999974
10870,现实性,75,0.0008,88.0775999999974
10871,碉堡,75,0.0008,88.0695999999975
10872,银幕,75,0.0008,88.0767999999974
10873,狱中,75,0.0008,88.0759999999975
10874,吸水,75,0.0008,88.0751999999975
10875,一事,75,0.0008,88.0743999999975
10876,审议,75,0.0008,88.0735999999975
10877,订立,75,0.0008,88.0727999999975
10878,磕,75,0.0008,88.0719999999975
10879,总司令,75,0.0008,88.0711999999975
10880,明知,75,0.0008,88.0703999999975
10881,化学元素,75,0.0008,88.0583999999975
10882,乘坐,75,0.0008,88.0687999999975
10883,个人主义,75,0.0008,88.0799999999974
10884,虫子,75,0.0008,88.0671999999975
10885,班子,75,0.0008,88.0663999999975
10886,新年,75,0.0008,88.0655999999975
10887,胸中,75,0.0008,88.0647999999975
10888,第三者,75,0.0008,88.0639999999975
10889,定位,75,0.0008,88.0631999999975
10890,传给,75,0.0008,88.0623999999975
10891,应变,75,0.0008,88.0615999999975
10892,指导性,75,0.0008,88.0607999999975
10893,懂事,75,0.0008,88.0599999999975
10894,新近,75,0.0008,88.0591999999975
10895,奔走,75,0.0008,88.0679999999975
10896,鼓掌,75,0.0008,88.0823999999974
10897,过问,75,0.0008,88.0951999999974
10898,字样,75,0.0008,88.0935999999974
10899,插上,75,0.0008,88.0959999999974
10900,老大爷,75,0.0008,88.0927999999974
10901,裸露,75,0.0008,88.0967999999974
10902,惯例,75,0.0008,88.0975999999974
10903,分析法,75,0.0008,88.1023999999974
10904,高举,75,0.0008,88.0983999999974
10905,鼻腔,75,0.0008,88.0991999999974
10906,温州,75,0.0008,88.1007999999974
10907,肝炎,75,0.0008,88.1015999999974
10908,秀才,75,0.0008,88.1031999999974
10909,衣着,75,0.0008,88.0999999999974
10910,乡镇,75,0.0008,88.0943999999974
10911,口子,75,0.0008,88.0919999999974
10912,贯,75,0.0008,88.0911999999974
10913,产销,75,0.0008,88.0903999999974
10914,积极分子,75,0.0008,88.0895999999974
10915,女王,75,0.0008,88.0887999999974
10916,鲜红,75,0.0008,88.0879999999974
10917,菲菲,75,0.0008,88.0871999999974
10918,气球,75,0.0008,88.0863999999974
10919,瑶族,75,0.0008,88.0855999999974
10920,做功,75,0.0008,88.0847999999974
10921,桂英,75,0.0008,88.0807999999974
10922,烦躁,75,0.0008,88.0839999999974
10923,不可忽视,75,0.0008,88.0831999999974
10924,稀薄,75,0.0008,88.0783999999974
10925,强行,75,0.0008,88.0367999999975
10926,不一会,75,0.0008,88.0327999999976
10927,嗳,75,0.0008,88.0319999999976
10928,尼龙,75,0.0008,88.0351999999975
10929,产出,75,0.0008,88.0311999999976
10930,班里,75,0.0008,88.0303999999976
10931,荒山,75,0.0008,88.0295999999976
10932,推导,75,0.0008,88.0287999999976
10933,疲乏,75,0.0008,88.0279999999976
10934,嫉妒,75,0.0008,88.0271999999976
10935,驾驭,75,0.0008,88.0263999999976
10936,得救,75,0.0008,88.0255999999976
10937,平滑,75,0.0008,88.0247999999976
10938,析出,75,0.0008,88.0223999999976
10939,次年,75,0.0008,88.0175999999976
10940,眼球,75,0.0008,88.0143999999976
10941,磁带,75,0.0008,88.0159999999976
10942,按着,75,0.0008,88.0167999999976
10943,案子,75,0.0008,88.0183999999976
10944,找寻,75,0.0008,88.0151999999976
10945,当家作主,75,0.0008,88.0191999999976
10946,选育,75,0.0008,88.0199999999976
10947,鳞,75,0.0008,88.0239999999976
10948,筛选,75,0.0008,88.0207999999976
10949,梯形,75,0.0008,88.0231999999976
10950,能动性,75,0.0008,88.0215999999976
10951,搜,75,0.0008,88.0335999999975
10952,流星,75,0.0008,88.0471999999975
10953,总任务,75,0.0008,88.0567999999975
10954,纸币,75,0.0008,88.0559999999975
10955,漏斗,75,0.0008,88.0551999999975
10956,石墨,75,0.0008,88.0543999999975
10957,目录,75,0.0008,88.0535999999975
10958,省城,75,0.0008,88.0527999999975
10959,文体,75,0.0008,88.0519999999975
10960,牧草,75,0.0008,88.0511999999975
10961,谅解,75,0.0008,88.0503999999975
10962,放映,75,0.0008,88.0495999999975
10963,茬,75,0.0008,88.0487999999975
10964,哥白尼,75,0.0008,88.0479999999975
10965,糟糕,75,0.0008,88.0359999999975
10966,两样,75,0.0008,88.0463999999975
10967,皮质,75,0.0008,88.0575999999975
10968,捕获,75,0.0008,88.0447999999975
10969,士大夫,75,0.0008,88.0439999999975
10970,逃亡,75,0.0008,88.0431999999975
10971,逃出,75,0.0008,88.0407999999975
10972,插嘴,75,0.0008,88.0415999999975
10973,世袭,75,0.0008,88.0791999999974
10974,烃,75,0.0008,88.0399999999975
10975,表格,75,0.0008,88.0455999999975
10976,旧式,75,0.0008,88.0391999999975
10977,看做,75,0.0008,88.0343999999975
10978,种地,75,0.0008,88.0383999999975
10979,潮水,75,0.0008,88.0375999999975
10980,肚里,75,0.0008,88.0423999999975
10981,资本论,74,0.0008,88.1631999999972
10982,隧道,74,0.0008,88.1623999999972
10983,幸运,74,0.0008,88.1615999999973
10984,鹤,74,0.0008,88.1607999999973
10985,南面,74,0.0008,88.1599999999973
10986,作响,74,0.0008,88.1591999999973
10987,贯串,74,0.0008,88.1583999999973
10988,高价,74,0.0008,88.1575999999973
10989,衬衣,74,0.0008,88.1567999999973
10990,稿子,74,0.0008,88.1447999999973
10991,折断,74,0.0008,88.1551999999973
10992,放养,74,0.0008,88.1671999999972
10993,份量,74,0.0008,88.1655999999972
10994,群山,74,0.0008,88.1559999999973
10995,一气,74,0.0008,88.1535999999973
10996,缫丝,74,0.0008,88.1527999999973
10997,根部,74,0.0008,88.1519999999973
10998,暑假,74,0.0008,88.1511999999973
10999,勇士,74,0.0008,88.1503999999973
11000,快步,74,0.0008,88.1495999999973
11001,置身,74,0.0008,88.1487999999973
11002,办公桌,74,0.0008,88.1479999999973
11003,佛像,74,0.0008,88.1471999999973
11004,交易所,74,0.0008,88.1463999999973
11005,溯,74,0.0008,88.1455999999973
11006,大理石,74,0.0008,88.1543999999973
11007,帝王,74,0.0008,88.1679999999972
11008,识记,74,0.0008,88.1775999999972
11009,声乐,74,0.0008,88.1791999999972
11010,凌,74,0.0008,88.1767999999972
11011,说教,74,0.0008,88.1799999999972
11012,五万,74,0.0008,88.1807999999972
11013,地盘,74,0.0008,88.1815999999972
11014,摇篮,74,0.0008,88.1863999999972
11015,扔下,74,0.0008,88.1831999999972
11016,标准化,74,0.0008,88.1839999999972
11017,介于,74,0.0008,88.1847999999972
11018,消防,74,0.0008,88.1855999999972
11019,传奇,74,0.0008,88.1823999999972
11020,算得,74,0.0008,88.1759999999972
11021,哗哗,74,0.0008,88.1751999999972
11022,夜班,74,0.0008,88.1743999999972
11023,一九八二,74,0.0008,88.1735999999972
11024,评定,74,0.0008,88.1663999999972
11025,液化,74,0.0008,88.1719999999972
11026,聚精会神,74,0.0008,88.1783999999972
11027,北面,74,0.0008,88.1711999999972
11028,一动不动,74,0.0008,88.1703999999972
11029,传统观念,74,0.0008,88.1695999999972
11030,水资源,74,0.0008,88.1687999999972
11031,油脂,74,0.0008,88.1727999999972
11032,磷酸,74,0.0008,88.1639999999972
11033,照亮,74,0.0008,88.1247999999973
11034,精神状态,74,0.0008,88.1255999999973
11035,思绪,74,0.0008,88.1647999999972
11036,税率,74,0.0008,88.1223999999973
11037,不息,74,0.0008,88.1167999999974
11038,平行线,74,0.0008,88.1199999999973
11039,北纬,74,0.0008,88.1191999999973
11040,笔直,74,0.0008,88.1183999999974
11041,号称,74,0.0008,88.1103999999974
11042,被窝,74,0.0008,88.1175999999974
11043,统筹,74,0.0008,88.1231999999973
11044,蟋蟀,74,0.0008,88.1159999999974
11045,焦耳,74,0.0008,88.1151999999974
11046,投身,74,0.0008,88.1143999999974
11047,明皇,74,0.0008,88.1135999999974
11048,健,74,0.0008,88.1047999999974
11049,煤油,74,0.0008,88.1055999999974
11050,主干,74,0.0008,88.1063999999974
11051,胡同,74,0.0008,88.1071999999974
11052,附属,74,0.0008,88.1079999999974
11053,不以为然,74,0.0008,88.1127999999974
11054,不在乎,74,0.0008,88.1095999999974
11055,前沿,74,0.0008,88.1039999999974
11056,纵向,74,0.0008,88.1087999999974
11057,天津市,74,0.0008,88.1111999999974
11058,内心世界,74,0.0008,88.1119999999974
11059,夹杂,74,0.0008,88.1207999999973
11060,坚定不移,74,0.0008,88.1343999999973
11061,渔场,74,0.0008,88.1431999999973
11062,深邃,74,0.0008,88.1423999999973
11063,惊恐,74,0.0008,88.1415999999973
11064,目的性,74,0.0008,88.1407999999973
11065,无奈,74,0.0008,88.1399999999973
11066,星期六,74,0.0008,88.1391999999973
11067,聊,74,0.0008,88.1383999999973
11068,真切,74,0.0008,88.1375999999973
11069,冯涛,74,0.0008,88.1367999999973
11070,两性,74,0.0008,88.1359999999973
11071,总书记,74,0.0008,88.1351999999973
11072,换言之,74,0.0008,88.1239999999973
11073,热泪,74,0.0008,88.1327999999973
11074,荣获,74,0.0008,88.1335999999973
11075,姑,74,0.0008,88.1215999999973
11076,购进,74,0.0008,88.1439999999973
11077,办到,74,0.0008,88.1319999999973
11078,未见,74,0.0008,88.1311999999973
11079,合作化,74,0.0008,88.1303999999973
11080,海峡,74,0.0008,88.1295999999973
11081,活活,74,0.0008,88.1287999999973
11082,压倒,74,0.0008,88.1279999999973
11083,哪能,74,0.0008,88.1271999999973
11084,情势,74,0.0008,88.1263999999973
11085,擅长,73,0.0008,88.274399999997
11086,煽动,73,0.0008,88.249599999997
11087,宝库,73,0.0008,88.250399999997
11088,贪,73,0.0008,88.251199999997
11089,歌词,73,0.0008,88.259199999997
11090,衣襟,73,0.0008,88.252799999997
11091,内因,73,0.0008,88.2471999999971
11092,比值,73,0.0008,88.254399999997
11093,几万,73,0.0008,88.255199999997
11094,喝水,73,0.0008,88.255999999997
11095,余立毅,73,0.0008,88.256799999997
11096,闪亮,73,0.0008,88.257599999997
11097,办事处,73,0.0008,88.2351999999971
11098,掘,73,0.0008,88.253599999997
11099,抗旱,73,0.0008,88.251999999997
11100,黑牛,73,0.0008,88.271199999997
11101,轻盈,73,0.0008,88.2455999999971
11102,转折,73,0.0008,88.258399999997
11103,高粱,73,0.0008,88.2447999999971
11104,乖乖,73,0.0008,88.2439999999971
11105,罐头,73,0.0008,88.2431999999971
11106,铜鼓,73,0.0008,88.2423999999971
11107,铁矿,73,0.0008,88.2415999999971
11108,防护,73,0.0008,88.2407999999971
11109,奉命,73,0.0008,88.2399999999971
11110,列出,73,0.0008,88.2391999999971
11111,淮河,73,0.0008,88.2383999999971
11112,脸颊,73,0.0008,88.2375999999971
11113,收藏,73,0.0008,88.2367999999971
11114,潜入,73,0.0008,88.2359999999971
11115,岁数,73,0.0008,88.2463999999971
11116,颤,73,0.0008,88.269599999997
11117,上演,73,0.0008,88.275199999997
11118,上旬,73,0.0008,88.283999999997
11119,不朽,73,0.0008,88.275999999997
11120,感性认识,73,0.0008,88.273599999997
11121,碎片,73,0.0008,88.276799999997
11122,野草,73,0.0008,88.277599999997
11123,豫,73,0.0008,88.278399999997
11124,应运而生,73,0.0008,88.279199999997
11125,潜水,73,0.0008,88.283199999997
11126,凉爽,73,0.0008,88.279999999997
11127,一九八三,73,0.0008,88.280799999997
11128,切割,73,0.0008,88.281599999997
11129,公然,73,0.0008,88.282399999997
11130,不由自主,73,0.0008,88.265599999997
11131,融,73,0.0008,88.260799999997
11132,志气,73,0.0008,88.261599999997
11133,禅,73,0.0008,88.262399999997
11134,穆斯林,73,0.0008,88.263199999997
11135,莲,73,0.0008,88.263999999997
11136,早点,73,0.0008,88.264799999997
11137,武术,73,0.0008,88.272799999997
11138,言行,73,0.0008,88.266399999997
11139,午后,73,0.0008,88.259999999997
11140,平台,73,0.0008,88.267999999997
11141,山中,73,0.0008,88.268799999997
11142,千百,73,0.0008,88.267199999997
11143,氮肥,73,0.0008,88.270399999997
11144,饭馆,73,0.0008,88.271999999997
11145,哨,73,0.0008,88.247999999997
11146,爬行动物,73,0.0008,88.2127999999971
11147,躺下,73,0.0008,88.2023999999972
11148,配偶,73,0.0008,88.2007999999972
11149,供销社,73,0.0008,88.2015999999972
11150,交响乐,73,0.0008,88.2031999999972
11151,梦境,73,0.0008,88.2103999999971
11152,讨论会,73,0.0008,88.2039999999972
11153,任弼时,73,0.0008,88.1983999999972
11154,大搞,73,0.0008,88.2055999999971
11155,蜿蜒,73,0.0008,88.2063999999971
11156,黔,73,0.0008,88.2071999999971
11157,绵羊,73,0.0008,88.2079999999971
11158,果皮,73,0.0008,88.2087999999971
11159,信件,73,0.0008,88.2095999999971
11160,矿石,73,0.0008,88.2047999999971
11161,留恋,73,0.0008,88.2119999999971
11162,兴高采烈,73,0.0008,88.1967999999972
11163,断裂,73,0.0008,88.248799999997
11164,大吃一惊,73,0.0008,88.1871999999972
11165,大车,73,0.0008,88.1879999999972
11166,奴,73,0.0008,88.1887999999972
11167,行事,73,0.0008,88.1895999999972
11168,脆弱,73,0.0008,88.1903999999972
11169,出名,73,0.0008,88.1911999999972
11170,大江,73,0.0008,88.1919999999972
11171,危急,73,0.0008,88.1975999999972
11172,效能,73,0.0008,88.1935999999972
11173,宛如,73,0.0008,88.1943999999972
11174,为生,73,0.0008,88.1927999999972
11175,挽回,73,0.0008,88.1951999999972
11176,好评,73,0.0008,88.1959999999972
11177,伸进,73,0.0008,88.1999999999972
11178,可取,73,0.0008,88.2231999999971
11179,啪,73,0.0008,88.2335999999971
11180,采矿,73,0.0008,88.2327999999971
11181,无能,73,0.0008,88.2319999999971
11182,群众运动,73,0.0008,88.2311999999971
11183,晃动,73,0.0008,88.2303999999971
11184,后台,73,0.0008,88.2295999999971
11185,人声,73,0.0008,88.2287999999971
11186,游动,73,0.0008,88.2279999999971
11187,航运,73,0.0008,88.2271999999971
11188,坚信,73,0.0008,88.2263999999971
11189,共存,73,0.0008,88.2255999999971
11190,晴天,73,0.0008,88.2247999999971
11191,增设,73,0.0008,88.2239999999971
11192,界面,73,0.0008,88.2111999999971
11193,热力,73,0.0008,88.2223999999971
11194,张力,73,0.0008,88.2343999999971
11195,冯玉祥,73,0.0008,88.2207999999971
11196,常温,73,0.0008,88.2199999999971
11197,遍地,73,0.0008,88.2191999999971
11198,尽情,73,0.0008,88.2183999999971
11199,很有,73,0.0008,88.2175999999971
11200,衣袋,73,0.0008,88.2167999999971
11201,黑猩猩,73,0.0008,88.2159999999971
11202,轰轰烈烈,73,0.0008,88.2151999999971
11203,可见光,73,0.0008,88.2215999999971
11204,拘留,73,0.0008,88.2143999999971
11205,妄想,73,0.0008,88.1991999999972
11206,天平,73,0.0008,88.2135999999971
11207,搬来,72,0.0008,88.3367999999968
11208,走狗,72,0.0008,88.3511999999968
11209,进货,72,0.0008,88.3519999999968
11210,跑出,72,0.0008,88.3527999999968
11211,内分泌,72,0.0008,88.3535999999968
11212,无耻,72,0.0008,88.3615999999968
11213,快感,72,0.0008,88.3551999999968
11214,除夕,72,0.0008,88.3487999999968
11215,操心,72,0.0008,88.3567999999968
11216,三国,72,0.0008,88.3575999999968
11217,跨进,72,0.0008,88.3583999999968
11218,枯燥,72,0.0008,88.3591999999968
11219,休养,72,0.0008,88.3599999999968
11220,郎,72,0.0008,88.3423999999968
11221,富农,72,0.0008,88.3559999999968
11222,白崇禧,72,0.0008,88.3743999999968
11223,自然灾害,72,0.0008,88.3543999999968
11224,民主集中制,72,0.0008,88.3607999999968
11225,同一性,72,0.0008,88.3375999999968
11226,急急,72,0.0008,88.3383999999968
11227,蹄,72,0.0008,88.3391999999968
11228,林明跃,72,0.0008,88.3399999999968
11229,一百五十,72,0.0008,88.3479999999968
11230,巡视,72,0.0008,88.3415999999968
11231,勇,72,0.0008,88.3359999999968
11232,粗壮,72,0.0008,88.3431999999968
11233,榨取,72,0.0008,88.3439999999968
11234,红花,72,0.0008,88.3447999999968
11235,交流电,72,0.0008,88.3455999999968
11236,龙国正,72,0.0008,88.3463999999968
11237,方方,72,0.0008,88.3471999999968
11238,骗人,72,0.0008,88.3407999999968
11239,嗜,72,0.0008,88.3727999999968
11240,减低,72,0.0008,88.3879999999967
11241,竖直,72,0.0008,88.3775999999967
11242,孩儿,72,0.0008,88.3759999999968
11243,后腿,72,0.0008,88.3783999999967
11244,以东,72,0.0008,88.3791999999967
11245,经济杠杆,72,0.0008,88.3799999999967
11246,织布,72,0.0008,88.3807999999967
11247,锄,72,0.0008,88.3815999999967
11248,狼狈,72,0.0008,88.3871999999967
11249,床边,72,0.0008,88.3823999999967
11250,妄,72,0.0008,88.3831999999967
11251,黄海,72,0.0008,88.3839999999967
11252,阴沉,72,0.0008,88.3847999999967
11253,唱腔,72,0.0008,88.3855999999967
11254,区委,72,0.0008,88.3863999999967
11255,扬州,72,0.0008,88.3767999999967
11256,白发,72,0.0008,88.3679999999968
11257,孤儿,72,0.0008,88.3631999999968
11258,驰,72,0.0008,88.3639999999968
11259,下跌,72,0.0008,88.3647999999968
11260,晴,72,0.0008,88.3655999999968
11261,赌,72,0.0008,88.3663999999968
11262,略有,72,0.0008,88.3671999999968
11263,吼,72,0.0008,88.3751999999968
11264,裙,72,0.0008,88.3687999999968
11265,行政机关,72,0.0008,88.3623999999968
11266,主席团,72,0.0008,88.3703999999968
11267,支气管,72,0.0008,88.3711999999968
11268,仔,72,0.0008,88.3719999999968
11269,哆嗦,72,0.0008,88.3695999999968
11270,胸怀,72,0.0008,88.3735999999968
11271,凶恶,72,0.0008,88.3503999999968
11272,礁,72,0.0008,88.3199999999969
11273,礼仪,72,0.0008,88.2991999999969
11274,背离,72,0.0008,88.3495999999968
11275,留下来,72,0.0008,88.3039999999969
11276,蓄,72,0.0008,88.2999999999969
11277,三代,72,0.0008,88.3007999999969
11278,选民,72,0.0008,88.3087999999969
11279,趣,72,0.0008,88.3023999999969
11280,既定,72,0.0008,88.2943999999969
11281,供电,72,0.0008,88.2967999999969
11282,清香,72,0.0008,88.3015999999969
11283,强壮,72,0.0008,88.3047999999969
11284,现代人,72,0.0008,88.3055999999969
11285,妖,72,0.0008,88.3063999999969
11286,豪华,72,0.0008,88.3071999999969
11287,师资,72,0.0008,88.3079999999969
11288,质朴,72,0.0008,88.3031999999969
11289,坠,72,0.0008,88.2927999999969
11290,贩卖,72,0.0008,88.285599999997
11291,乡长,72,0.0008,88.286399999997
11292,盛开,72,0.0008,88.287199999997
11293,气旋,72,0.0008,88.287999999997
11294,别墅,72,0.0008,88.288799999997
11295,用量,72,0.0008,88.289599999997
11296,各异,72,0.0008,88.2911999999969
11297,决定论,72,0.0008,88.2959999999969
11298,清澈,72,0.0008,88.2919999999969
11299,享乐,72,0.0008,88.284799999997
11300,想念,72,0.0008,88.2951999999969
11301,流畅,72,0.0008,88.2935999999969
11302,道具,72,0.0008,88.290399999997
11303,考上,72,0.0008,88.2975999999969
11304,栏杆,72,0.0008,88.3343999999968
11305,爽朗,72,0.0008,88.3231999999969
11306,狐,72,0.0008,88.3239999999969
11307,冷落,72,0.0008,88.3247999999969
11308,定价,72,0.0008,88.3255999999969
11309,南非,72,0.0008,88.3263999999969
11310,优待,72,0.0008,88.3271999999969
11311,确信,72,0.0008,88.3351999999968
11312,兵士,72,0.0008,88.3287999999969
11313,国民生产总值,72,0.0008,88.3223999999969
11314,斩,72,0.0008,88.3303999999969
11315,舅,72,0.0008,88.3311999999969
11316,媒,72,0.0008,88.3319999999969
11317,渗入,72,0.0008,88.3327999999969
11318,烟草,72,0.0008,88.3335999999968
11319,乌,72,0.0008,88.3159999999969
11320,古今中外,72,0.0008,88.3295999999969
11321,明朗,72,0.0008,88.3279999999969
11322,每每,72,0.0008,88.3103999999969
11323,决赛,72,0.0008,88.3111999999969
11324,东南部,72,0.0008,88.3119999999969
11325,片断,72,0.0008,88.3127999999969
11326,工作服,72,0.0008,88.3135999999969
11327,中国科学院,72,0.0008,88.3215999999969
11328,往返,72,0.0008,88.3151999999969
11329,原告,72,0.0008,88.3095999999969
11330,古巴,72,0.0008,88.3167999999969
11331,动向,72,0.0008,88.3175999999969
11332,干干净净,72,0.0008,88.3183999999969
11333,推崇,72,0.0008,88.3143999999969
11334,一阵子,72,0.0008,88.3191999999969
11335,祝月,72,0.0008,88.2983999999969
11336,挂上,72,0.0008,88.3207999999969
11337,介,71,0.0007,88.4593999999962
11338,发问,71,0.0007,88.4460999999963
11339,人际关系,71,0.0007,88.4467999999963
11340,瞥,71,0.0007,88.4474999999963
11341,制图,71,0.0007,88.4663999999961
11342,路口,71,0.0007,88.4481999999963
11343,基本粒子,71,0.0007,88.4502999999963
11344,身高,71,0.0007,88.4551999999962
11345,兼任,71,0.0007,88.4495999999963
11346,抢先,71,0.0007,88.4446999999963
11347,没用,71,0.0007,88.4509999999963
11348,审视,71,0.0007,88.4516999999963
11349,杯子,71,0.0007,88.4523999999962
11350,年中,71,0.0007,88.4530999999962
11351,康熙,71,0.0007,88.4537999999962
11352,监,71,0.0007,88.4544999999962
11353,困惑,71,0.0007,88.4390999999963
11354,电梯,71,0.0007,88.4376999999964
11355,反省,71,0.0007,88.4488999999963
11356,电极,71,0.0007,88.4348999999964
11357,皮下,71,0.0007,88.4355999999964
11358,滇,71,0.0007,88.4362999999964
11359,山岭,71,0.0007,88.4369999999964
11360,圆周,71,0.0007,88.4439999999963
11361,二十万,71,0.0007,88.4383999999963
11362,刀子,71,0.0007,88.4334999999964
11363,老老实实,71,0.0007,88.4397999999963
11364,天性,71,0.0007,88.4404999999963
11365,茂盛,71,0.0007,88.4411999999963
11366,到会,71,0.0007,88.4418999999963
11367,青色,71,0.0007,88.4425999999963
11368,多变,71,0.0007,88.4432999999963
11369,督促,71,0.0007,88.4341999999964
11370,会同,71,0.0007,88.4656999999961
11371,除此之外,71,0.0007,88.4705999999961
11372,免不了,71,0.0007,88.4684999999961
11373,幽静,71,0.0007,88.4698999999961
11374,可行,71,0.0007,88.4712999999961
11375,收取,71,0.0007,88.4677999999961
11376,画像,71,0.0007,88.4719999999961
11377,病员,71,0.0007,88.4726999999961
11378,性腺,71,0.0007,88.4775999999961
11379,长满,71,0.0007,88.4733999999961
11380,好友,71,0.0007,88.4740999999961
11381,洗脸,71,0.0007,88.4754999999961
11382,好不容易,71,0.0007,88.4761999999961
11383,叛乱,71,0.0007,88.4768999999961
11384,之初,71,0.0007,88.4782999999961
11385,音符,71,0.0007,88.4747999999961
11386,冲洗,71,0.0007,88.4691999999961
11387,接通,71,0.0007,88.4607999999962
11388,地名,71,0.0007,88.4565999999962
11389,碳酸钠,71,0.0007,88.4572999999962
11390,出差,71,0.0007,88.4586999999962
11391,可恶,71,0.0007,88.4600999999962
11392,成才,71,0.0007,88.4670999999961
11393,幸亏,71,0.0007,88.4614999999962
11394,抽样,71,0.0007,88.4558999999962
11395,此人,71,0.0007,88.4628999999962
11396,舒展,71,0.0007,88.4621999999962
11397,油菜,71,0.0007,88.4635999999962
11398,绝缘,71,0.0007,88.4642999999962
11399,畜牧,71,0.0007,88.4649999999962
11400,柱子,71,0.0007,88.4579999999962
11401,掀,71,0.0007,88.4201999999965
11402,破烂,71,0.0007,88.3991999999966
11403,双双,71,0.0007,88.4005999999966
11404,文凭,71,0.0007,88.4012999999966
11405,厂矿,71,0.0007,88.4019999999966
11406,奔腾,71,0.0007,88.4026999999966
11407,冲锋,71,0.0007,88.4096999999966
11408,八路,71,0.0007,88.3977999999967
11409,改建,71,0.0007,88.4040999999966
11410,岂,71,0.0007,88.4033999999966
11411,苗木,71,0.0007,88.4145999999965
11412,捶,71,0.0007,88.4054999999966
11413,住院,71,0.0007,88.4453999999963
11414,轰炸,71,0.0007,88.4061999999966
11415,挨打,71,0.0007,88.4068999999966
11416,退回,71,0.0007,88.4075999999966
11417,医师,71,0.0007,88.4082999999966
11418,不均,71,0.0007,88.4089999999966
11419,分期,71,0.0007,88.4047999999966
11420,乳头,71,0.0007,88.3970999999967
11421,跑步,71,0.0007,88.3893999999967
11422,悲愤,71,0.0007,88.3900999999967
11423,不可思议,71,0.0007,88.3907999999967
11424,有待于,71,0.0007,88.3914999999967
11425,年份,71,0.0007,88.3921999999967
11426,化学变化,71,0.0007,88.3928999999967
11427,驾驶员,71,0.0007,88.3935999999967
11428,股份,71,0.0007,88.3949999999967
11429,端起,71,0.0007,88.3984999999966
11430,最优,71,0.0007,88.3956999999967
11431,气血,71,0.0007,88.3886999999967
11432,踌躇,71,0.0007,88.3963999999967
11433,白洁,71,0.0007,88.3942999999967
11434,从头,71,0.0007,88.3998999999966
11435,文书,71,0.0007,88.4320999999964
11436,管理员,71,0.0007,88.4222999999965
11437,禅宗,71,0.0007,88.4229999999965
11438,经济作物,71,0.0007,88.4236999999965
11439,一个劲,71,0.0007,88.4243999999965
11440,价格体系,71,0.0007,88.4250999999964
11441,精灵,71,0.0007,88.4257999999964
11442,化身,71,0.0007,88.4327999999964
11443,预感,71,0.0007,88.4271999999964
11444,闻到,71,0.0007,88.4215999999965
11445,消瘦,71,0.0007,88.4285999999964
11446,送上,71,0.0007,88.4292999999964
11447,史诗,71,0.0007,88.4299999999964
11448,扮,71,0.0007,88.4306999999964
11449,追随,71,0.0007,88.4313999999964
11450,庆,71,0.0007,88.4159999999965
11451,质问,71,0.0007,88.4278999999964
